section,nom,type,debut,fin,dg,dt,cs,municipalite
13810002,00132-01-255-31B0,Bretelle,Début du biseau sur Rue Airlie direction Ouest,Fin du biseau,56.0,29.0,2.0,Montréal
10834500,route 108,Route,route  255,route 257,53.0,90.0,7.0,Bury
13294000,route 132,Route,Route des Engoulevents,Route St-Onge,53.0,63.0,9.0,Maria
7130001000,,Route,chemin de la Yamaska (pont) (71320),route 235,53.0,86.0,10.0,Saint-Barnabé-Sud
13249300,route 132,Route,route 204,route de l'Église,53.0,66.0,8.0,Saint-Roch-des-Aulnaies
7936001000,2e Rang,Route,11e rang (79390),route Buissière (79613),53.0,64.0,7.0,Daveluyville
4001590,00040-01-024-31H0,Bretelle,Route 342,Fin du biseau autoroute 40 ouest,53.0,86.0,12.0,Rigaud
7060002,Autoroute 70,Bretelle,285 mètres avant le musoir,Intersection de la bretelle 00070-01-101-42B0,53.0,68.0,6.0,Saguenay
4350801000,AVE. ROYALE,Route,"rue Prévost, à Beaupré","rue de L'Église, à Saint-Joachim",53.0,71.0,84.0,Beaupré
11222000,ROUTE 112,Route,route 227 (Marieville),ch. de la Branche-du-Rapide,53.0,86.0,11.0,Marieville
8036003000,Côte de l'Église,Route,4e rang (80390),5e rang (80380),53.0,64.0,7.0,Saint-Ferdinand
13236000,route 132,Route,Fin du secteur urbanisé à Lotbinière,Début du secteur urbanisé à Sainte-Croix,53.0,66.0,10.0,Sainte-Croix
11333000,route 113,Route,Passage à niveau à Miquelon,rue Poplar  Waswanipi  Gand,53.0,93.0,4.0,Baie-James
6456803500,Chemin de Touraine / Chemin de la Belle-Rivière / Rue Princi,Route,Rue St-Jopesh (64820),Rue Lauzon (fin section),56.0,29.0,2.0,Saint-Amable
21617000,route 216,Route,bretelles 32D0 et 32E0,entrée principale c.h.u.s.,53.0,90.0,8.0,Sherbrooke
39180000,,Route,"chemin du 1er et du 2e rang (22508), à Cloutier","chemin 8e et 9e rang, à Beaudry",53.0,91.0,7.0,Rouyn-Noranda
4063101000,"RG DE L'ÉGLISE SUD, RUE PRINCIPALE",Route,route 354,église Saint-Alban,53.0,71.0,86.0,Saint-Alban
2002000,AUTOROUTE 20,Route,Montée Sauvé (30241) (Sortie 12),Boulevard Mgr Langlois (Route 201 sud) (Sortie 14),53.0,86.0,12.0,Coteau-du-Lac
1303800,autoroute 13,Route,Au musoir de l'entrée venant de l'aut.#40 ouest,Sortie vers boul.Henri-Bourassa et boul Gouin,56.0,29.0,2.0,Montréal
4012001,00040-03-010-32A0,Bretelle,SORTIE SUR V. SERVICE POUR STINSON,Vers Chemin de la Côte-de-Liesse,56.0,29.0,2.0,Montréal
6298006000,Chemin Saint-Armand,Route,route 235,route 237,53.0,90.0,12.0,Frelighsburg
2013000,autoroute 20,Route,Entrée Bouchard/Aéroport PET,sortie vers la 55e,56.0,29.0,2.0,Dorval
5509808,Route 222,Bretelle,Route 222 (S-58),Autoroute 55 Sud,53.0,90.0,8.0,Sherbrooke
4026006,00040-03-101-38F0,Bretelle,Intersection avec le boul. Gouin,"A-40 O, fin du biseau de l'entrée (boul. Gouin)",56.0,29.0,2.0,Montréal
2007400,00020-01-130-31A0,Bretelle,Autoroute 20 ouest,Chemin de l'Île Claude,56.0,29.0,2.0,L'Île-Perrot
8508000,Autoroute Claude-Béchard,Route,route 295,route St-Benoît,53.0,65.0,7.0,Dégelis
39340000,,Route,Palmarolle,route 111,53.0,91.0,9.0,Palmarolle
15828000,ROUTE 158,Route,rue Masson,rue Murray,53.0,88.0,7.0,Sainte-Sophie
7020002,00070-01-083-32A0,Bretelle,Intersection Autoroute 70 Est,Intersection rue des Mouettes,53.0,68.0,6.0,Saguenay
11322000,route 113,Route,Début de l'agglomération de SENNETERRE,Int. rue de la Clinique  et  6ième Rue Ouest (route 113),53.0,91.0,6.0,Senneterre
13227000,route 132,Route,accès à l'autoroute 30,boulevard Bécancour,53.0,64.0,6.0,Bécancour
4051702,00040-08-010-33R0,Bretelle,CARR.A-40 ET A-540 BRET.R,Indéfini,53.0,71.0,84.0,Québec
23940000,Rang du Cordon,Route,à l'intersection est de la route 224,au centre de l'autoroute 20,53.0,64.0,8.0,Saint-Eugène
1519311,00015-02-135-3AB0,Bretelle,Intersection voie de service A-15 Nord,Intersection centre du boul. Le Corbusier,56.0,29.0,2.0,Laval
2042000,A20 (R143 -> R143),Route,Boul.Lemire,Route 143 (Boul.Saint-Joseph),53.0,64.0,8.0,Drummondville
35246000,ROUTE 352,Route,Saint-Adèlphe,rang St-Émile,53.0,70.0,6.0,Saint-Adelphe
3538002,Éch. 47 / De la rue Albert à A-35 sud. entre 35 et 104,Bretelle,Rue Albert,Mi-chemin entre les 2 musoirs des bretelles H et F sur l'A-35 sud,53.0,86.0,11.0,Saint-Jean-sur-Richelieu
7922920000,Ancienne route 161,Route,rang des Érables,Saint-Wenceslas,53.0,64.0,6.0,Sainte-Eulalie
12541500,route 125,Route,route 341,route 335,53.0,88.0,6.0,Rawdon
17550004,00175-02-015-31C0 (200-336),Bretelle,33W0,chemin St-Louis,53.0,71.0,84.0,Québec
17564003,Bretelle,Bretelle,R-175 Sud,boul. Talbot,53.0,71.0,84.0,Stoneham-et-Tewkesbury
4055500,autoroute 40,Route,"route 371 (boul, Masson)",accès au boulevard Saint-Jacques,53.0,71.0,84.0,Québec
23430000,route234,Route,route 232,à l'intersection du chemin du Lac Noir,53.0,65.0,6.0,Saint-Narcisse-de-Rimouski
25567500,route 255,Route,à l'intersection sud-ouest de la route 122,au centre du viaduc de la route 255 et de l'autoroute 20,53.0,64.0,8.0,Saint-Cyrille-de-Wendover
26355000,route 263,Route,3e Rang (vers Chester-Est),ch. Arthabaska-Norbertville,53.0,64.0,7.0,Saint-Norbert-d'Arthabaska
S001346516,accès chemin des Prairies,S,,,56.0,29.0,2.0,Brossard
9226302000,Rue Principale / Route de Saint-Germain,Route,grand 2e rang,rang du Missisipi,53.0,65.0,9.0,Saint-Germain
44009000,autoroute 440,Route,Musoir entre début voie rapide 440E est et la voie de Service est de A-440B,Musoir de la Bretelle de l'autoroute 13 nord pour la A-440 Est,56.0,29.0,2.0,Laval
4026805,00040-04-052-V3A0,Bretelle,Inter. voie rapide A-40 Est avant viaduc Rte 341,bretelle d'entrée R341 vers l'Est et voie de service A-40 Est,56.0,29.0,2.0,Saint-Sulpice
10825500,ROUTE 108,Route,1ere entrée de l'Université Bishop,Rue St-Francis et feux de circulation Bishop,53.0,90.0,8.0,Sherbrooke
13285000,route 132,Route,route 197,accès à la SQ,53.0,63.0,7.0,Gaspé
14877000,R-148 Pont Arthur-Sauvé,L,Fin bande centrale (148-06-069),Début bande centrale (148-06-073),56.0,29.0,2.0,Laval
4857602000,RUE SAINT-JEAN-BAPTISTE,Route,Rue du Coin,À Église de Anse-St-Jean,53.0,68.0,6.0,L'Anse-Saint-Jean
24310000,route 243,Route,Tomuschat,route 245,53.0,90.0,10.0,Potton
2013803,00020-02-073-31E0,Bretelle,"Accès 13 Nord, 32è Ave. et 20 Ouest de 20 Ouest",Accès 32è Ave. et 20 Ouest de 20 Ouest,56.0,29.0,2.0,Montréal
34308000,Montée de Saint-Sulpice,Route,route 138,autoroute 40,56.0,29.0,2.0,Saint-Sulpice
2151002000,,Route,route 393,"route Macamic (20950), à Saint-Janvier",53.0,91.0,9.0,La Sarre
5511000,autoroute 55,Route,rue Laval,route 249,53.0,90.0,9.0,Saint-François-Xavier-de-Brompton
7857001000,,Route,rang Saint-Patrice (78641),10e rang (78581),53.0,64.0,8.0,Sainte-Brigitte-des-Saults
4058012,00040-08-075-32B0b,Bretelle,00040-08-075-32F0,00040-08-075-000G,53.0,71.0,84.0,Québec
2004840,00020-01-070-31G0,Bretelle,Bretelle 00020-01-070-31H0 vers l'A-20 ouest,A-20 est,56.0,29.0,2.0,Vaudreuil-Dorion
54083008,A-540 et chemin Sainte-Foy bretelle D,Bretelle,rue de Fortelle (de ch. Ste-Foy),A540 Nord,53.0,71.0,84.0,Québec
26304000,route 263,Route,Chemin de Bury,Chemin de la Baie-Victoria,53.0,90.0,6.0,Piopolis
20253500,Route 202,Route,route 237,route 213,53.0,90.0,12.0,Dunham
74045006,A-740 et route 138 bretelle C,Bretelle,00740-01-061-000G,Intersection boulevard Central,53.0,71.0,84.0,Québec
37130000,Rue de Montolieu,Route,A-573 Nord,rue Montolieu,53.0,71.0,84.0,Québec
35035000,,Route,à l'intersection sud-ouest de la route 351,route 351,53.0,70.0,6.0,Charette
4090002000,RUE PROVENCHER,Route,au pont de l'autoroute 40,chemin Saint-Charles,53.0,71.0,86.0,Portneuf
7345015,Carrefour A-73 et boulevard Champlain bretelle K,Bretelle,00073-03-041-31D0,Intersection Avenue-des-Hôtels,53.0,71.0,84.0,Québec
1514603,00015-02-077-31A0,Bretelle,A-15 Nord,A-136 Est,56.0,29.0,2.0,Montréal
13145000,route 131,Route,Val des Bois (34287),"rang Saint-Albert, à Sainte-Zénon (34280)",53.0,88.0,6.0,Saint-Zénon
14826000,route 148,Route,chemin Eardley et boul. de l'Outaouais,rue Front,53.0,89.0,7.0,Gatineau
6683202000,CHEMIN DES ERABLES,Route,Chemin Gaudreau,Chemin Fordyce (66732),53.0,90.0,12.0,Brigham
30750000,route 307,Route,commencement du pont,rte 309,53.0,89.0,6.0,Val-des-Bois
2801001000,,Route,route 315,Lac Sacyer,53.0,89.0,6.0,Montpellier
17564004,Bretelle boul. Talbot vers R-175 sud,Bretelle,boul. Talbot,R-175 Sud,53.0,71.0,84.0,Stoneham-et-Tewkesbury
7142002000,Montée de la Pomme-d'Or,Route,Bretelles de l'A-30 côté Ouest et route des Acéries (71402),"chemin du Ruisseau (71500), près de la sortie 158",56.0,29.0,2.0,Contrecoeur
4291003000,AVE. STE-BRIGITTE,Route,à 150 mètres au sud de la rue Valmont,Traverse du Lac Beauport,53.0,71.0,84.0,Sainte-Brigitte-de-Laval
1865003000,,Route,chemin 4e rang (18670-02),entrée de la base de plein air du Lac Mourier,53.0,91.0,6.0,Rivière-Héva
4061500,autoroute 40,Route,boulevard Henri-Bourassa,avenue Bourg-Royal,53.0,71.0,84.0,Québec
9546100500,Route Saint-Edmond,Route,rte 132,rang Didier  ( Chemin du dépotoir ),53.0,65.0,6.0,Lac-au-Saumon
4052510,00040-08-032-32A0,Bretelle,Boulevard Wilfrid-Hamel,00040-08-032-000G,53.0,71.0,84.0,Québec
7338021,00073-02-140-31A0,Bretelle,SORTIE 124,Intersection Chemin Saint-Gégoire,53.0,66.0,10.0,Lévis
13302000,route 133,Route,chemin Champlain et du Moulin,route 202,53.0,90.0,12.0,Saint-Armand
2076000,A-20 L'Isle-Verte,Route,route Moreault,Montée des Côteaux,53.0,65.0,8.0,L'Isle-Verte
3724002000,CHEMIN DU BRULE,Route,A-40,route 138,53.0,70.0,7.0,Louiseville
11759100,Route 117 (contournement de Rivière-Rouge),Route,rue du Pont (entrée),route 321 (giratoire),53.0,88.0,9.0,Rivière-Rouge
4051705,00040-08-010-31K0,Bretelle,A-40 Est,rue Jean-Gauvin,53.0,71.0,84.0,Québec
54087000,Autoroute Duplessis,Route,Pont boulevard Hochelaga,Pont autoroute Félix-Leclerc,53.0,71.0,84.0,Québec
57332502,Carrefour A-573 et R-369 bretelle D,Bretelle,A-573 sud,Intersection boulevard Pie IX,53.0,71.0,84.0,Québec
4030500,autoroute 40,Route,"route du Pays Brulé, à la sortie 174",route 153,53.0,70.0,7.0,Yamachiche
6158410000,MONTÉE SAINT-ISIDORE,Route,rang Sainte-Marguerite (61510),"route 207, à St-Isidore",56.0,29.0,2.0,Mercier
11256000,route 112,Route,à l'intersection nord de la route 257,route 161 sud,53.0,90.0,7.0,Weedon
2027000,autoroute 20,Route,boulevard Mortagne,boulevard Montarville,56.0,29.0,2.0,Longueuil
35223000,,Route,à l'intersection sud-ouest de la route 359,à l'intersection nord-ouest de la route 359,53.0,70.0,7.0,Saint-Luc-de-Vincennes
20150530,00201-02-010-32G0,Bretelle,Route 338 ouest,Fin du biseau bretelle 32F0,53.0,86.0,12.0,Coteau-du-Lac
4012006,00040-03-010-32B0,Bretelle,ENTREE STINSON DE V. SERV. POUR A.40 O.,Vers A-40 ouest,56.0,29.0,2.0,Montréal
2011750,AUTOROUTE 20,Route,musoir sortie St-Jean nord,"Sortie # 51,chemin du bord du Lac",56.0,29.0,2.0,Pointe-Claire
23515000,ROUTE 235,Route,Rue Campbell et Cyr,Rang Kempt,53.0,90.0,12.0,Saint-Ignace-de-Stanbridge
9239101000,Chemin de l'Église,Route,ch. de L'Église,route 289,53.0,65.0,9.0,Saint-Athanase
1514604,00015-02-077-31E0,Bretelle,Entrée rue St-Jacques,A-15 Nord,56.0,29.0,2.0,Montréal
3532500,autoroute 35,Route,Route 223 (Boul. du Séminaire) (sortie 43),Route 219 (Rue Pierre-Caisse) (sortie 45),53.0,86.0,11.0,Saint-Jean-sur-Richelieu
7332524,00073-01-156-32E0,Bretelle,Début du biseau de la bretelle,Fin du biseau de la bretelle,53.0,66.0,6.0,Sainte-Marie
7164301000,,Route,rue Principale (71630),route 132,53.0,86.0,10.0,Saint-Robert
23455000,route234,Route,rue Georges A Joubert,Route 132,53.0,65.0,6.0,Price
39156000,,Route,route de Guérin-Nédelec (23722),à 9905 mètres au nord du chemin St-Urbain de Remigny,53.0,91.0,10.0,Rémigny
3029000,autoroute 30,Route,route 229,Montée de Picardie,56.0,29.0,2.0,Varennes
26330000,route 263,Route,Intersection route 108,chemin Thibodeau,53.0,90.0,6.0,Saint-Romain
41041904,00410-01-025-33G0,Bretelle,A-410 Ouest (S-4),rue King Ouest,53.0,90.0,8.0,Sherbrooke
9976009000,Chemin du Grand-Ruisseau,Route,Chemin des Vigneau,Chemin des Julien,53.0,63.0,6.0,Les Îles-de-la-Madeleine
2396301000,,Route,route 148,rue Sheenboro,53.0,89.0,8.0,Waltham
37155000,Avenue Tewkesbury,Route,route Rourke,Chemin de la Grande Ligne,53.0,71.0,84.0,Stoneham-et-Tewkesbury
4889201000,,Route,route 138,rue de la Mer,53.0,67.0,9.0,Les Bergeronnes
9629701000,CHEMIN DE PRICE,Route,rue Dubé,rue de l'Église,53.0,65.0,6.0,Mont-Joli
2058132,00020-06-101-31B0,Bretelle,"Début brettelle B,  début du biseau (ligne bl disc,) sur l'aut 20.","Fin brettelle B, cl des 2 musoirs, sous viaduc P-13695, limite sect. 101 et 102.",53.0,66.0,10.0,Lévis
4026802,00040-04-040-36H0,Bretelle,Intersection centre Rte 341 (mtée L'Épiphanie),Intersection voie de service A-40 Ouest,56.0,29.0,2.0,Repentigny
13299800,rte 132,Route,A-20 (giratoire),route 132  --  route 132,53.0,65.0,6.0,Sainte-Flavie
7331503,00073-01-132-32C0,Bretelle,"A73 Sud, Robert-Cliche","route 112, rte des Érables",53.0,66.0,6.0,Saints-Anges
1526500,autoroute 15,Route,Chemin de Ste-Anne-des-Lacs,"À la sortie, St-Sauveur sud",53.0,88.0,7.0,Piedmont
2085000,autoroute 20,Route,Route 132,Montée des Saules,53.0,65.0,6.0,Rimouski
37015000,Route 370,Route,route 117,rue Masson,53.0,88.0,7.0,Sainte-Marguerite-du-Lac-Masson
7052403000,Rue Lesage,Route,chemin Girard (70511),Rue Lesage,53.0,86.0,10.0,Saint-Hyacinthe
13235500,route 132,Route,route 265,village de Leclercville,53.0,64.0,6.0,Deschaillons-sur-Saint-Laurent
2024011,00020-03-042-3AQ0,Bretelle,Intersection avec la bretelle 3AF0,Vers A-20 ouest,56.0,29.0,2.0,Longueuil
39352500,,Route,10e et 1ier Rang ouest (21510),8e et 9e rang (20951),53.0,91.0,9.0,La Sarre
4061704,A-40 et avenue St-David bretelle D,Bretelle,A-40 O,rue Clémenceau,53.0,71.0,84.0,Québec
22032400,ROUTE 220,Route,"Rang A, Chemin Georges-Bonnallie","Chemin du Camping, Lac Fraser",53.0,90.0,9.0,Bonsecours
10547000,route 105,Route,chemin Wright,Gracefield,53.0,89.0,9.0,Gracefield
2001500,AUTOROUTE 20,Route,Chemin Ste-Catherine (30352) (sortie 9),Montée Sauvé (30241) (sortie 12),53.0,86.0,12.0,Saint-Zotique
1930000,A-19 Pont Papineau-Leblanc,Route,boulevard Henri-Bourassa (Trottoir nord),musoir de sortie pour Boul. Lévesque,56.0,29.0,2.0,Montréal
17327000,route 173,Route,rue Principale,à l'intersection nord de la route 276,53.0,66.0,6.0,Saint-Joseph-de-Beauce
54083006,A-540 et chemin Sainte-Foy bretelle B,Bretelle,rue de Brabant (vers ch. Ste-Foy),A 540 sud,53.0,71.0,84.0,Québec
7010004,00070-01-083-31B0,Bretelle,Intersection Autoroute 70 Ouest,Intersection Chemin Saint-Benoit,53.0,68.0,6.0,Saguenay
74045008,A-740 et route 138 bretelle D,Bretelle,Intersection boulevard Central,00740-01-042-000G,53.0,71.0,84.0,Québec
21917500,MONTÉE DOUGLAS,Route,route 217,boul. Industriel,53.0,86.0,13.0,Saint-Cyprien-de-Napierville
13264500,route 132,Route,int. aut. 20 et rte 132,Début 4 voies,53.0,65.0,6.0,Rimouski
4900001000,,Route,route 138,rue Mercure,53.0,67.0,7.0,Sept-Îles
4463201000,RANG VI ST-BRUNO,Route,Rte  170,Rte du Lac,53.0,68.0,7.0,Alma
29740000,,Route,"route 132, à Saint-Moise",Saint-Damase-de-Matane,53.0,65.0,6.0,Saint-Moïse
4945001000,RUE GRANIER,Route,route 138,fin de la section,53.0,67.0,8.0,Pointe-Lebel
41047000,00410-01-060-V5A0,Bretelle,Début bretelle 00410-01-025-35B0 allant vers la rue Dunant (S-7),Fin bretelle 00410-01-025-35D0 arrivant de la rue Dunant,53.0,90.0,8.0,Sherbrooke
4026205,00040-04-030-31A0,Bretelle,Intersection limite de Charlemagne et Repentigny et fin bretelle 00040-04-025-31B0,Intersection centre du boul. Pierre-Le Gardeur,56.0,29.0,2.0,Repentigny
3975201000,,Route,limite de Sainte-Marthe,rue Courteau,53.0,70.0,7.0,Trois-Rivières
10516000,route 105,Route,chemin du pont Alonzo Wright,chemin Lac Meach,53.0,89.0,7.0,Chelsea
7044006000,Rang de la Chute,Route,"11e rang (70280), à l'ouest du pont de la rivière Noire",route 116,53.0,86.0,10.0,Upton
44040005,00440-06-140-33H0,Bretelle,H-Bourassa,A-440 E,53.0,71.0,84.0,Québec
7235001000,,Route,route 122,bretelle nord de l'autoroute 20,53.0,64.0,8.0,Saint-Germain-de-Grantham
16109902,00161-01-054-3AA0,Bretelle,Route 161 nord,Rue Villeneuve,53.0,90.0,6.0,Lac-Mégantic
7354700,autoroute 73,Route,sortie pour Boul Jean-Talon Est,fin du musoir venant du Boul Jean-Talon Est pour Aut. 73 Nord,53.0,71.0,84.0,Québec
1514400,autoroute 15,Route,Entrée du boul. de la Vérendrye,À la sortie vers l'autoroute 20 ouest et la 720 est,56.0,29.0,2.0,Montréal
1302402,00013-02-020-3AE0,Bretelle,ENTREE DE V. SERV. A.520 O. POUR A.13 N.            DEBUT MUSOIR DE GAUCHE,"51,1m. passé repère (km 4.2) à la gauche",56.0,29.0,2.0,Montréal
22315000,ROUTE 223,Route,rue Principale (63600),rue Jacques-Cartier,53.0,86.0,13.0,Saint-Blaise-sur-Richelieu
38915000,Route 389,Route,route du Lac au Cinq-cents,entrée de la centrale de Manic 2,53.0,67.0,8.0,Baie-Comeau
52014000,CHEMIN COTE-DE-LIESSE,Route,Vers bretelle 33A0,Venant de la bretelle 33B0,56.0,29.0,2.0,Dorval
4853801000,RUE DALLAIRE  (CENTRE DE SKI),Route,Ch Périgny    (4.231 km au Sud de la 170),Centre de ski du Mont-Édouard,53.0,68.0,6.0,L'Anse-Saint-Jean
4263903000,BOUL. DU LAC,Route,chemin du Brulé (à gauche),chemin du Tour du Lac nord,53.0,71.0,84.0,Lac-Beauport
2510505,00025-01-011-31A0,Bretelle,AUT.25 NORD SORTIE 4 POUR CENTRE-VILLE,AVENUE SOULIGNY OUEST,56.0,29.0,2.0,Montréal
7345024,00073-03-041-33U0 (0-801,Bretelle,00073-03-041-000D,00073-03-041-33F0,53.0,71.0,84.0,Québec
9862001000,ROUTE DE LA CRAQUE (G-103),Route,Limite Gde-Vallée,Rte 198,53.0,63.0,7.0,Sainte-Madeleine-de-la-Rivière-Madeleine
4693001000,RTE  LABRECQUE,Route,"Rte 172,  St-Nazaire",Rg-6  St-Nazaire,53.0,68.0,7.0,Saint-Nazaire
36615000,Route 366,Route,route 303,Lac-des-Loups,53.0,89.0,8.0,Thorne
14737500,route 147,Route,Chemin McVety et Orr,Chemin Mitchell,53.0,90.0,8.0,Waterville
2676101000,,Route,route 117,chemin du Lac Tiberiade sud (26780),53.0,88.0,9.0,Rivière-Rouge
9035501000,,Route,route 132,limite du terrain de l'aéroport,53.0,66.0,8.0,Cap-Saint-Ignace
3551202000,,Route,rang Rivière Nord (35640),Grand Rang Saint-Pierre (35662),53.0,88.0,6.0,Sainte-Élisabeth
4778801000,RANG ST-LOUIS-CH RG 9 AU RG 10,Route,Rue Saguenay,Limite  Parc Mont Valin,53.0,68.0,6.0,Saint-Fulgence
11798000,route Osisko,Route,accès mine Gallant,Giratoire de la route 101,53.0,91.0,7.0,Rouyn-Noranda
31135000,route 311,Route,Val-Barette,route 117,53.0,88.0,9.0,Lac-des-Écorces
20241000,ROUTE 202,Route,"route 225, à Noyan","rue Front, à Saint-Georges-de-Clarenceville",53.0,86.0,11.0,Noyan
5509806,Auto. 55 Sud,Bretelle,Autoroute 55 Sud (S-58),Rte 222,53.0,90.0,8.0,Sherbrooke
7346003,Carrefour A-73 et chemin des Quatre-Bourgeois bretelle B,Bretelle,chemin des Quatre-Bourgeois,A-73 SUD,53.0,71.0,84.0,Québec
15717600,Route 157,Route,rang Saint-Félix,rang Saint-Flavien,53.0,70.0,6.0,Notre-Dame-du-Mont-Carmel
5554055,00055-05-040-31E0,Bretelle,INTERS. BOUL. ST-JEAN.,SUR LA LIGNE DE CENTRE DE LA BRETELLE V1B0 (SECTION 040),53.0,70.0,7.0,Trois-Rivières
8244601000,Rue Principale / Rang du Bois-Franc Ouest,Route,route 271,route de l'Église (82300),53.0,66.0,10.0,Sainte-Croix
4051506,Bretelle d'accès R-138 est / A-40 est,Bretelle,A-40 Est,Route 138 Est,53.0,71.0,84.0,Saint-Augustin-de-Desmaures
27726000,route 277,Route,int. rte du golf et 8e rang,rte 276,53.0,66.0,11.0,Lac-Etchemin
1518201,00015-02-120-33F0 (133- ),Bretelle,ENTREE DE BOUL. L'ACADIE SUD POUR A.15 N,A-15 Nord,56.0,29.0,2.0,Montréal
4437001000,"RANG 2, RUE NOTRE-DAME",Route,route 138,chemin Principal,53.0,71.0,85.0,La Malbaie
6864002000,Chemin Alfred-DesRochers,Route,chemin du 13e rang (68610) (chemin Simoneau),route 220,53.0,90.0,8.0,Orford
97357502,A-973 et boulevard des Cèdres bretelle B,Bretelle,Intersection boulevard des Cèdres,00973-01-011-000D,53.0,71.0,84.0,Québec
2064500,autoroute 20,Route,route 228,route 283,53.0,66.0,8.0,Montmagny
64067502,00640-02-035-31D0,Bretelle,Intersection A-640 Ouest,Intersection centre de la 25ième Avenue,56.0,29.0,2.0,Saint-Eustache
44040002,00440-06-140-33D0,Bretelle,H-Bourassa D1,A440 O,53.0,71.0,84.0,Québec
13299200,route 132,Route,int. nord route 234,Rue Saint-Amant,53.0,65.0,6.0,Sainte-Angèle-de-Mérici
2127001000,,Route,route 388,à l'entrée ouest du pont,53.0,91.0,9.0,Rapide-Danseur
21832500,route 218,Route,chemin du 4e rang nord,route 171,53.0,66.0,6.0,Saint-Lambert-de-Lauzon
2964001000,,Route,route 327,chemin du Lac Louise,53.0,88.0,7.0,Brownsburg-Chatham
4026202,00040-04-030-31B0,Bretelle,Intersection centre rue Picard,Intersection limite de Charlemagne et Repentigny et début bretelle 00040-04-025-31C0,56.0,29.0,2.0,Repentigny
34786000,Route 347,Route,Saint-Côme,int Chemin de la Ferme,53.0,88.0,6.0,Saint-Côme
54083001,A-540 et chemin des Quatre-Bourgeois bretelle A,Bretelle,00540-06-061-000G,Rue de la Pérade,53.0,71.0,84.0,Québec
4061703,A-40 et avenue St-David bretelle C,Bretelle,rue Clémenceau,A-40 O,53.0,71.0,84.0,Québec
9197003000,ROUTE DE KAMOURASKA,Route,Milieu de l'autoroute 20,Rang des Côtes,53.0,65.0,9.0,Kamouraska
17313000,route 173,Route,int. 175 ième rue,int. sud de la route 204,53.0,66.0,6.0,Saint-Georges
13201500,ROUTE 132,Route,chemin de Cazaville,Chemin de Planches (limite de Ste-Barbe),53.0,86.0,12.0,Saint-Anicet
4022000,autoroute 40,Route,"Sortie 82, Boul. Ray Lawson et Boul. Roi-René","Entrée 82, Boul. Ray Lawson",56.0,29.0,2.0,Montréal
2023001,00020-02-181-V1A0,Bretelle,VENANT AUT. 20 VERS RTE 720 DIR. OUEST,bretelle 00020-02-181-31A0,56.0,29.0,2.0,Longueuil
13215100,00132-04-021-000D,Route,sortie 17 boul. Marie-Victorin.,entrée boul. Marie-Victorin,56.0,29.0,2.0,Boucherville
12536000,route 125,Route,à l'intersection des routes 346 et 337 sud,à l'intersection nord de la route 337,53.0,88.0,6.0,Sainte-Julienne
