section,nom,type,debut,fin,dg,dt,cs,municipalite
31518000,Route 315,Route,rue Robitaille,rue McAliden,53.0,89.0,6.0,L'Ange-Gardien
1527500,autoroute 15,Route,"à la sortie 60, Saint-Sauveur sud",route 117 à Mont-Roland,53.0,88.0,7.0,Piedmont
25552500,route 255,Route,rue Saint-Louis,chemin Marie-Victorin,53.0,90.0,9.0,Danville
4765801000,RTE  VALINOUET,Route,Ch. lac Mial,Entrée Centre de ski  Valinouet,53.0,68.0,6.0,Saint-David-de-Falardeau
6456801000,CHEMIN DE LA BELLE-RIVIÈRE,Route,limite de Boucherville,route 229,56.0,29.0,2.0,Sainte-Julie
11331500,route 113,Route,entrée nord pour Lebel-sur-Quévillon,pont de la rivière O'Sullivan,53.0,91.0,6.0,Gouvernement régional d'Eeyou Istchee Baie-James
61012006,Bretelle C (sortie 3),Bretelle,A-610 ouest (S-3),rue St-François Nord,53.0,90.0,8.0,Sherbrooke
2556701000,,Route,chemin Pauguin Poitimire,chemin du Poisson Blanc,53.0,89.0,6.0,Denholm
44024002,Autoroute 440(Charest),Bretelle,Autoroute Charest Est,Avenue Dalton,53.0,71.0,84.0,Québec
7358020,autoroute 73,Route,entrée aut 73 (est),entrée aut 73 (ouest),53.0,71.0,84.0,Québec
11271500,route 112,Route,à l'intersection nord-est de la route 269,à l'intersection ouest de la route 271,53.0,66.0,7.0,Thetford Mines
2014100,autoroute 20,Route,Fin du musoir de l'entrée de la 32e avenue,face entrée rue Normand,56.0,29.0,2.0,Montréal
2006603,Éch. 35 / Du boul. Cardinal-Léger (61270) à l'A-20 est,Bretelle,Boul. Cardinal-Léger (61270),Fin du biseau autoroute 20 est,56.0,29.0,2.0,Pincourt
41046000,Autoroute 410,Route,"route 216, ch. Ste Catherine",debut de la voie de service,53.0,90.0,8.0,Sherbrooke
27950000,route 279,Route,autoroute 20,route 132,53.0,66.0,9.0,Beaumont
9959004000,,Route,Chemin des Bouchard,chemin de la Pointe-à-Marichite,53.0,63.0,6.0,Les Îles-de-la-Madeleine
4046000,autoroute 40,Route,route 358,"sortie route 274, à Donnacona",53.0,71.0,86.0,Cap-Santé
74015008,Entrée 740 Sud de U-Laval,Bretelle,Intersection rue Marie-Fitzbach,00740-01-025-000G,53.0,71.0,84.0,Québec
2045100,A20 St-Léonard-d'Aston,Route,route 155 (78520),A55 (route 161),53.0,64.0,7.0,Saint-Léonard-d'Aston
1020200,A10 (ouest de R243),Route,Boulevard de l'Horizon (68920),Route 243,53.0,90.0,12.0,Shefford
13296500,route 132,Route,Rue du Pont,Rue Ste-Anne,53.0,65.0,6.0,Sainte-Florence
34740000,,Route,route de la Ligne-Sainte-Anne (35990),limite de Saint-Gabriel-de-Brandon,53.0,88.0,6.0,Saint-Gabriel-de-Brandon
5048000,autoroute 50,Route,viaduc de l'aéroport Mirabel,autoroute 15,56.0,29.0,2.0,Mirabel
74025000,Autoroute Robert Bourassa,Route,entrée du Ch. Ste-FoyPont autoroute Charest,"Sortie 4, bretelle 32B0 pour boul. Versant Nord",53.0,71.0,84.0,Québec
10735000,route 107,Route,chemin de la Ferme-Joseph,chemin Saint-Joseph,53.0,89.0,9.0,Déléage
7325013,00073-01-107-31C0,Bretelle,A-73 N,route du Golf,53.0,66.0,6.0,Beauceville
52015000,CHEMIN COTE-DE-LIESSE,Route,Venant de la bretelle 33B0,Vers la bretelle 35A0,56.0,29.0,2.0,Montréal
25574000,route 255,Route,Route Gamelin,route 226,53.0,64.0,8.0,Drummondville
4263902000,Racc. avenue N-D et boulevard du Lac,Bretelle,Intersection rue des Bourgeois,Intersection boulevard du Lac,53.0,71.0,84.0,Québec
20211000,MONTÉE DU LAC SUD,Route,route 132,rue F.-Cleyn (entrée ouest d'Huntingdon),53.0,86.0,12.0,Sainte-Barbe
36806000,CH ROYAL,Route,"route des Prêtres, à Saint-Pierre","route du Mitan, à Sainte-Famille",53.0,71.0,84.0,Sainte-Famille-de-l'Île-d'Orléans
8376002000,Chemin de Fontainebleau,Route,chemin du Lac Louise (83710),route 257,53.0,90.0,7.0,Weedon
17015000,route 170,Route,Ch. de la Batture,Rue du Barachois,53.0,68.0,6.0,Saguenay
24352500,route 243,Route,Chemin de la Grande Ligne,Route 220,53.0,90.0,9.0,Sainte-Anne-de-la-Rochelle
11799000,route 117,Route,à l'intersection ouest de la route 101,chemin du Mont Kanasuta,53.0,91.0,7.0,Rouyn-Noranda
3551203000,,Route,Grand Rang Saint-Pierre (35662),rang Front Sainte-Anne (35515),53.0,88.0,6.0,Saint-Norbert
74047010,Bretelle D1A0 A-740 Nord(voie réservée autobus),Bretelle,00740-01-061-31D0,00740-01-061-31C0,53.0,71.0,84.0,Québec
13607515,Bret. Sortie 1-S R136 Oest en direction de 15Sud/20Est/Boul.,Bretelle,R-136 Ouest,Sortie A-15 Sud/Rue St-Rémi/Boul Décarie,56.0,29.0,2.0,Westmount
6074610000,CHEMIN ATHELSTAN,Route,Chemin Ridge,rue Lorne,53.0,86.0,12.0,Hinchinbrooke
4673001000,RTE L'ASCENSION,Route,"Rte 169,  St-C.M.",Rg Saint-Louis,53.0,68.0,7.0,Alma
5502500,A55 Frontière,Route,route 143,route 141,53.0,90.0,10.0,Stanstead-Est
2056510,00020-06-051-3BQ0,Bretelle,A20E - R-175 (S-314),A-20 Est,53.0,66.0,10.0,Lévis
29635000,Route de Saint-Guy (rue Bélanger),Route,chemin du Nord-du-Lac,route du 7e Rang,53.0,65.0,7.0,Lac-des-Aigles
1943001100,VAL-SENN. CH. DU 4-5-6 RGS,L,INT. RTE 397,,53.0,91.0,6.0,Val-d'Or
2065500,autoroute 20,Route,route 283,route 285,53.0,66.0,8.0,L'Islet
12516713,00125-02-014-33B0,Bretelle,Fin bretelle municipale (musoir),Intersection Rte 125 Sud,56.0,29.0,2.0,Laval
2003520,00020-01-061-31B0,Bretelle,Chemin Saint-Dominique,Autoroute 20 est,56.0,29.0,2.0,Les Cèdres
34787000,Route 347,Route,int chemin de la Ferme,int chemin du lac Clair,53.0,88.0,6.0,Saint-Côme
4046007,00040-07-090-3AA0,Bretelle,Autoroute 40 dir. est,2e rang (41750 Donnaconna),53.0,71.0,86.0,Donnacona
1022908,00010-02-290-31A0,Bretelle,A-10 Est (S-121),A-55 Sud,53.0,90.0,8.0,Magog
13251500,Route 132,Route,Rue Hudon,Route du Quai,53.0,65.0,9.0,La Pocatière
2006604,Éch. 35 / Du boul. Cardinal-Léger (61270) à l'A-20 ouest,Bretelle,Boul. Cardinal-Léger (61270),Fin du biseau autoroute 20 ouest,56.0,29.0,2.0,Pincourt
7685101000,,Route,route 253,chemin du Moulin (ouest de St-Isidore),53.0,90.0,7.0,Saint-Isidore-de-Clifton
20116000,ROUTE 201,Route,Intersection Rue Gale et Rue Church,route 236,53.0,86.0,12.0,Ormstown
13216001,00132-04-021-32E0,Bretelle,VENANT RTE 132 'O'  VERS BL. MONTARVILLE,Début carrefour giratoire,56.0,29.0,2.0,Boucherville
38510000,,Route,route 138,"Labrieville (KM 83,7)",53.0,67.0,9.0,Forestville
4035501,00040-05-120-33A0,Bretelle,SUR LA LIGNE POINTILLÉE SITUÉ ENTE LES VOIES RAPIDE ET CENTRALE  DE LA 40 VOIE EST,INTERS. BL. DES CHENAUX.,53.0,70.0,7.0,Trois-Rivières
7725601000,,Route,route 108,route 255,53.0,90.0,7.0,Bury
11251100,route 112,Route,Début des chaussées séparéss (10m avant l'ilôt),chemin Angus,53.0,90.0,7.0,Westbury
6398000100,63980-03-000-000C,L,Autoroute 10 (CENTRE STRUCTURE NO. 9 63980 02 000 4211),Route 112,56.0,29.0,2.0,Carignan
1303608,00013-02-030-31G0,Bretelle,SORTIE DE V. SERV. A.40 E. POUR A.13 SUD,Vers autoroute 13 sud,56.0,29.0,2.0,Montréal
8066202000,,Route,chemin Gosford (77511),route 257,53.0,90.0,9.0,Ham-Sud
44032504,00440-06-072-32D0 (494-704),Bretelle,00440-06-072-V1A0,Int. A-740 nord,53.0,71.0,84.0,Québec
2016006,00020-02-073-33B0,Bretelle,Venant de 1re Avenue,Vers Autoroute 20 OUEST,56.0,29.0,2.0,Montréal
27935000,route 279,Route,route 216,rue Commerciale,53.0,66.0,9.0,Saint-Damien-de-Buckland
4023000,autoroute 40,Route,"Entrée 82, Boul. Ray Lawson","Sortie 85, Avenue Marien et boul. Saint-Jean-Baptiste",56.0,29.0,2.0,Montréal
7340013,00073-02-155-31C0,Bretelle,000730216131C0,Intersection Rue de la Rive,53.0,66.0,10.0,Lévis
3009510,Éch. 22 / De l'A-30 est à la R-236,Bretelle,Début du biseau autoroute 30 est,Route 236,56.0,29.0,2.0,Beauharnois
2012009,00020-02-040-34E0,Bretelle,ENTREE BOUL. DES SOURCES SUD POUR A-20 OUEST,AUTOROUTE 20 OUEST,56.0,29.0,2.0,Pointe-Claire
7321024,Bretelle entrée sud,Bretelle,Rte Petite-Pierrette,A-73 direction Sud,53.0,66.0,6.0,Notre-Dame-des-Pins
36760000,Route de Fossambault,Route,route 138,rue Rotterdam,53.0,71.0,84.0,Saint-Augustin-de-Desmaures
2372201000,,Route,route 101,rue du Parc (chemin 3e et 4e rang),53.0,91.0,10.0,Nédélec
8929002000,3e Rang Ouest / 3e Rang / Rue Saint-Jean / 3e Rang Est,Route,route de l'Église (89260),route 279,53.0,66.0,9.0,Honfleur
17130000,route 171,Route,route 116,chemin Industriel,53.0,66.0,10.0,Lévis
35012500,,Route,route 348,"rang Paul-Lemay, à Saint-Angèle",53.0,70.0,7.0,Sainte-Ursule
74040000,Autoroute Robert Bourassa,Route,Entrée via parc industriel 41740,Sortie bretelle D1A0 voie réservée autobus,53.0,71.0,84.0,Québec
2191003000,,Route,rue Principale (21960),chemin Lac Pause,53.0,91.0,7.0,Rouyn-Noranda
4042008,00040-07-060-31D0,Bretelle,Rue Provencher (40900),Autoroute 40 ouest (Félix-Leclerc),53.0,71.0,86.0,Portneuf
6367000500,CHEMIN DU CLOCHER,Route,chemin des Frênes,chemin du Ruisseau (63680),53.0,86.0,11.0,Saint-Jean-sur-Richelieu
1535000,autoroute 15,Route,"route 117, sortie 86",route 117 (fin de l'autoroute 15),53.0,88.0,7.0,Sainte-Agathe-des-Monts
44038001,Bretelle d'accès A-440 dir. est,Bretelle,rue Fleurie (boul. Charest),A-440 E  (Dufferin-Montmorency),53.0,71.0,84.0,Québec
1024208,00010-03-025-31D0,Bretelle,chemin St-Roch nord (S-133),A-10 ouest,53.0,90.0,8.0,Sherbrooke
22260000,ROUTE 222,Route,Bretelles 31A0 et 31B0 de l'A-55 nord,Route 143 (Boul. Queen),53.0,90.0,8.0,Sherbrooke
10490000,ROUTE 104,Route,route 241,roue 139,53.0,90.0,12.0,Lac-Brome
5504604,Bretelle 00055-01-100-31B0,Bretelle,Boulevard Industriel (S-32),A-55 nord,53.0,90.0,8.0,Magog
14308000,route 143,Route,Bretelles sortie 2,Terrain de golf,53.0,90.0,10.0,Stanstead
36671000,,Route,à l'intersection nord-ouest de la route 307,ch. Blackburn,53.0,89.0,6.0,Val-des-Monts
16945500,ROUTE 169,Route,"Rue Édouard Niquet,  Péribonka","Ch Principal,  Ste-Jeanne-d'Arc",53.0,68.0,8.0,Sainte-Jeanne-d'Arc
4013860,A-40 à l'est de A-15 Nord,Route,face à la sortie vers A15N,entrée de St-Laurent,56.0,29.0,2.0,Montréal
9190401000,Route du Petit-Moulin,Route,rang de la Croix,int. Côte Duval,53.0,65.0,9.0,Saint-Bruno-de-Kamouraska
21442500,route 214,Route,Rue J.B. Godin à Scotstown,Rue St-Ambroise à Milan,53.0,90.0,7.0,Scotstown
7564001000,,Route,route 143,chemin 11e rang,53.0,90.0,9.0,Val-Joli
10480000,Ave de la Montagne / Rue St-Joseph,Route,rang de la Montagne (Mont-St-Grégoire),Rang Versailles (Route 227),53.0,86.0,11.0,Mont-Saint-Grégoire
32328000,route 323,Route,Rue Conrad-Schmidt,Lim. de la mun. de Lac-des-Plages (fin de la DT Outaouais),53.0,89.0,6.0,Lac-des-Plages
1525000,autoroute 15,Route,rue de Martigny,boulevard de la Salette,53.0,88.0,7.0,Saint-Jérôme
25550000,route 255,Route,boulevard Saint-Luc,voie de contournement Danville,53.0,90.0,9.0,Danville
38930000,Route 389,Route,Pont de la Rivière Manic,intersection No. 1 (rue à gauche et à droite),53.0,67.0,8.0,Rivière-aux-Outardes
22330000,Chemin Bellerive / Chemin du Richelieu,Route,à l'intersection ouest de la route 112,rue du Purvis Club,56.0,29.0,2.0,Saint-Basile-le-Grand
4174002000,Rue Cyrille-Duquet / Rue Jacquard,Route,rue Jacquard,rue Lavoisier et rue Léon-Hamel,53.0,71.0,84.0,Québec
13826300,route 138,Route,"autoroute 40, sortie 151",Montée Saint-Laurent,53.0,88.0,6.0,Saint-Barthélemy
10843000,route 108,Route,fin du milieur urbanisé,Avenue du Parc-Industriel,53.0,90.0,6.0,Lambton
10740000,route 107,Route,chemin Saint-Joseph,route 117,53.0,89.0,9.0,Aumond
3531000,autoroute 35,Route,Route 104 (sortie 39),Route 133 nord (Ch. des Patriotes) (sortie 42),53.0,86.0,11.0,Saint-Jean-sur-Richelieu
74050000,Autoroute Robert Bourassa,Route,Entrée bretelle 31C0 venant Boul. Père-Lelièvre,"Sortie 9, bretelle 32H0 pour vers Aut. 40 est",53.0,71.0,84.0,Québec
14349000,route 143,Route,route 243 sud,chemin Gee (nord),53.0,90.0,9.0,Melbourne
4939001000,,Route,route 138,chemin du Village,53.0,67.0,8.0,Pessamit
7249001000,,Route,rang Brodeur (72291),chemin du Moulin (72480),53.0,86.0,10.0,Saint-Nazaire-d'Acton
36770000,ROUTE 367,Route,route 358 (intersection Nord) Grand-Capsa),route 369,53.0,71.0,86.0,Sainte-Catherine-de-la-Jacques-Cartier
17060000,route 170,Route,Intersection rue De Quen (Giratoire),route 169  Émile Doré,53.0,68.0,7.0,Métabetchouan - Lac-à-la-Croix
1018204,00010-02-150-31B0,Bretelle,Boulevard Pierre-Laporte (S-74),Autoroute 10 Est,53.0,90.0,12.0,Bromont
7357004,00073-03-190-3BH0,Bretelle,Marquage de peinture au sol,CARR.A-73 ET RUE BERNIER BRET.H,53.0,71.0,84.0,Québec
4274000050,Boulevard Robert-Bourassa,Route,boul. Lebourneuf,boul. LaMorille,53.0,71.0,84.0,Québec
1022504,Autoroute 10 Ouest,Bretelle,A-10 ouest (S-115),Route 112,53.0,90.0,10.0,Magog
1519403,00015-02-135-3AI0,Bretelle,Intersection voie de service A-15 Nord,Intersection  A-15 Nord,56.0,29.0,2.0,Laval
4128000500,Route Principale,Route,Intersection du chemin de Montauban ou route 367,Intersection de la rue de l'Église,53.0,71.0,86.0,Rivière-à-Pierre
11255500,route 112,Route,rue de Érables,route 257 Nord,53.0,90.0,7.0,Weedon
4275002000,AVE. DU HIBOU,L,rue de l'Église,au centre de ski de Stoneham,53.0,71.0,84.0,Stoneham-et-Tewkesbury
11241100,Route 112 Est,Bretelle,Autoroute 10 Est et Route 112 Est (S-128),Route 112 Ouest,53.0,90.0,8.0,Sherbrooke
1865000500,RUE LA SALLE ET CH. LAC MOURIER,Route,route 117,chemin de la mine Osisko,53.0,91.0,6.0,Malartic
3022560,00030-02-840-31A0,Bretelle,Autoroute 30 est,Route 217,56.0,29.0,2.0,La Prairie
4065017,00040-08-170-31C0,Bretelle,R-138 O,boul. Ste-Anne,53.0,71.0,84.0,Québec
9482002000,Avenue Père Nouvel,Route,entrée sortie aut # 020,boul des Vétérans,53.0,65.0,6.0,Rimouski
4051010,R-138 ouest / A-40 ouest,Bretelle,boul. W-Hamel,rue de Sydney,53.0,71.0,84.0,Québec
4001760,Éch. 12 / De l'A-40 ouest à la R-342,Bretelle,Début du biseau autoroute 40 ouest,Rue St-Jean-Baptiste Est (route 342),53.0,86.0,12.0,Rigaud
4062000,autoroute 40,Route,avenue St-David,rue Seigneuriale,53.0,71.0,84.0,Québec
15316000,route 153,Route,Saint-Barnabé,route 351,53.0,70.0,7.0,Saint-Barnabé
11238900,Autoroute 10 Est (Au ch. 0 289 de la 0010-02-295-32A0),Bretelle,Autoroute 10 Est (S-123A),Route 112,53.0,90.0,10.0,Magog
17213000,route 172,Route,"rue du Quai, à Sainte-Rose","3e rue, à Saint-Fulgence",53.0,68.0,6.0,Sainte-Rose-du-Nord
2075500,autoroute 20,Route,Échangeur 514,route Moreault,53.0,65.0,8.0,Cacouna
13288200,route 132,Route,à l'intersection nord de la route Lemieux,Chemin du Mont - Blanc,53.0,63.0,7.0,Percé
13859000,Boulevard Sainte-Anne,Route,entrée stationnement chute Montmorency,à l'intersection est de l'autoroute 40,53.0,71.0,84.0,Québec
28112500,281,Route,Saint-Magloire,route 216,53.0,66.0,9.0,Saint-Philémon
1515202,00015-02-075-35B0,Bretelle,ENTREE COTE ST-LUC DE V.SERV. POUR A15 S,A-15 Sud,56.0,29.0,2.0,Montréal
7357003,00073-03-190-3BI0,Bretelle,CARR.A-73 ET RUE BERNIER BRET.I,Marquage de peinture au sol,53.0,71.0,84.0,Québec
3527506,Éch. 36 / De l'A-35 nord au ch. de la Grande-Ligne Est,Bretelle,Début du biseau en peinture sur l'autoroute 35 nord,Chemin de la Grande-Ligne Est (65581),53.0,86.0,11.0,Saint-Jean-sur-Richelieu
16920500,route 169,Route,"Int  Nord de la rte 170,  Saint-Bruno","Rte du Lac,  Alma",53.0,68.0,7.0,Saint-Bruno
4441001500,Rue Principale (St-Aimé-des-Lacs),Route,route 138,rue de la Réserve,53.0,71.0,85.0,Saint-Aimé-des-Lacs
17114000,route 171,Route,rang Saint-Georges,route 218,53.0,66.0,6.0,Saint-Bernard
27570000,Chemin Plaisance,Route,à l'intersection nord de la route 173,rang Saint-Louis,53.0,66.0,10.0,Lévis
21427500,route 214,Route,route 112,route 253,53.0,90.0,7.0,East Angus
3536010,00035-02-053-32A0,Bretelle,Autoroute 35 nord,Chemin Saint-André,53.0,86.0,11.0,Saint-Jean-sur-Richelieu
1511000,AUTOROUTE 15 ET ROUTE 132,Route,Route 134 (sorties 44 - 45),Boulevard Salaberry (sortie 46),56.0,29.0,2.0,Candiac
11152500,route 111,Route,route des 6e et 7e rang,"rue Principale, à Normétal",53.0,91.0,9.0,Normétal
17005000,route 170,Route,route 138,Sagard,53.0,71.0,85.0,Saint-Siméon
15318700,ROUTE 153,Route,Rue de la Montagne,Rue St-Prosper,53.0,70.0,6.0,Saint-Boniface
3532020,00035-02-040-31B0,Bretelle,A-35 nord,Route 223 sud,53.0,86.0,11.0,Saint-Jean-sur-Richelieu
4094002000,Boulevard du Centenaire,Route,rang Saint-Jacques (à droite),rue Saint-Angélique,53.0,71.0,86.0,Saint-Basile
13286500,route 132,Route,Rue Jean Chou,Rue Forest,53.0,63.0,7.0,Gaspé
5555001,00055-05-040-33A0,Bretelle,SUR LA LIGNE DE CENTRE DE LA 55 VOIE NORD.,INTERS. BOUL. DES FORGES,53.0,70.0,7.0,Trois-Rivières
3953002000,,Route,route 155,chemin de la Rivière (39524),53.0,70.0,6.0,Trois-Rives
34750000,,Route,6e rang (36450),"chemin Beaulieu, à Saint-Damien",53.0,88.0,6.0,Saint-Gabriel-de-Brandon
9562002000,,Route,rte de L'Église,Route Ste Irène,53.0,65.0,6.0,Sainte-Irène
7050004,00070-01-096-31E0,Bretelle,Intersection avec la 00070-01-096-000G,Intersection avec le chemin de la Réserve,53.0,68.0,6.0,Saguenay
11230500,route 112,Route,Rue Lemieux,chemin Maheux,53.0,90.0,12.0,Granby
5504802,Bretelle 00055-01-110-31J0,Bretelle,A-55 nord (S-33),Rte 112 est,53.0,90.0,8.0,Magog
2041500,autoroute 20,Route,autoroute 55,Boul.Lemire,53.0,64.0,8.0,Drummondville
9527002000,Rue Rustico Sud / Route Léonard,Route,Rue Principale,Montée Belle-Vue Ouest,53.0,63.0,9.0,Saint-Alexis-de-Matapédia
1015375,00010-02-030-31D0,Bretelle,Viaduc sous le rang de l'Église (Route 227),Rang de l'Église (Route 227),53.0,86.0,11.0,Marieville
97350004,00973-01-011-31B0,Bretelle,Intersection rue Lee,00973-01-011-000D,53.0,71.0,84.0,Québec
4056000,autoroute 40,Route,accès au boulevard Saint-Jacques,autoroute du Vallon (autoroute 740),53.0,71.0,84.0,Québec
16982500,route 169,Route,"Rte de St-André,   Métabetchouan","Rg Caron,  Métabetchouan  (Émile Doré)",53.0,68.0,7.0,Métabetchouan - Lac-à-la-Croix
4065010,autoroute 40,Route,54 m avant musoir aut 40 et bretelle E,musoir à gauche entre bretelle A et voie nord aut 40,53.0,71.0,84.0,Québec
23912500,,Route,route 133,route 235,53.0,86.0,10.0,Sainte-Victoire-de-Sorel
4011501,00040-03-010-31A0,Bretelle,ENTREE EST A.15 DE V.SERV. POUR A.40 EST,Autoroute Métropolitaine,56.0,29.0,2.0,Montréal
29640000,,Route,Fin d'urbanisation,route 293,53.0,65.0,8.0,Sainte-Françoise
3932204000,,Route,Rang Ouest (39314),Village La Croche,53.0,70.0,6.0,La Tuque
1305900,autoroute 13,Route,musoir de sortie du boul. Sainte-rose sur A-13 nord (sud du boul. Dagenais),entrée du boul. Sainte-rose sur A-13 sud (nord du boulevard Dagenais),56.0,29.0,2.0,Laval
1519404,00015-02-135-3AJ0,Bretelle,Intersection A-15 Sud,Intersection voie de service A-15 Sud,56.0,29.0,2.0,Laval
2577001000,,Route,route 148,route 366,53.0,89.0,7.0,Pontiac
57327504,Carrefour A-573 et route 358 (boulevard Chauveau) bretelle F,Bretelle,Boulevard Chauveau ouest,00573-01-011-000G,53.0,71.0,84.0,Québec
34220200,ROUTE HARWOOD,Route,Rue Bellevue,Chemin Daoust,56.0,29.0,2.0,Vaudreuil-Dorion
2335102000,,Route,route 101,chemin des 8e et 9e rangs,53.0,91.0,10.0,Notre-Dame-du-Nord
2130003000,,Route,rang de la Baie,route 393,53.0,91.0,9.0,Gallichan
25542500,route 255,Route,route 216 (rue Miquelon),chemin des Trois-Lacs,53.0,90.0,9.0,Danville
39116000,,Route,route de la Laverlochère,rue de l'Église,53.0,91.0,10.0,Lorrainville
3021202000,AVENUE SAINT-CHARLES,Route,rue Joseph-Carrier,Boulevard de la Cité-des-Jeunes (30111-01-030-000D),56.0,29.0,2.0,Vaudreuil-Dorion
7834105000,CHEMIN DE WARWICK,Route,chemin Gleason (77880),"rang des Buttes (77930), à Warwick",53.0,64.0,7.0,Tingwick
4065019,00040-08-170-31D0,Bretelle,Beaupré (Route 138 ouest),vers l'Ile d'Orléans,53.0,71.0,84.0,Québec
1515006,00015-02-075-34E0 (0-311),Bretelle,SORTIE RUE SHERBROOKE & COTE ST-ANTOINE,Rue Addington / Rue Sherbrooke Ouest,56.0,29.0,2.0,Montréal
14852000,route 148,Route,rue Asa-Cooke,route 323,53.0,89.0,6.0,Papineauville
16957000,route 169,Route,"Ave Industrielle,  Normandin","Rte 373 ( Rte de la Friche,  Ancienne 169  St-Méthode, secteur St-Félicien)",53.0,68.0,8.0,Normandin
35150000,,Route,"chemin des Bouleaux, à Saint-Gérard",rue de la Concorde,53.0,70.0,6.0,Shawinigan
6124501007,61245-01-010-31G0;Henri-Bourassa dir est vers A-25 sud,Bretelle,Boul. Henri-Bourassa,Voie de service A25 dir. sud,56.0,29.0,2.0,Montréal
13863503,00138-07-093-31A0,Bretelle,Route 138 à l'intersection de la rue Beauregard,rue Lachance et Route 360,53.0,71.0,84.0,Beaupré
7354012,00073-03-160-31G0 (127-_),Bretelle,CARR.A-73 ET LEBOURGNEUF BRET.G,Indéfini,53.0,71.0,84.0,Québec
74042500,Autoroute Robert Bourassa,Route,Sortie bretelle D1A0 voie réservée autobus,Pont route 138,53.0,71.0,84.0,Québec
24364000,route 243,Route,Chemin Frank à Kingsbury,"Chemin Keenan, bretelle A-55 sortie 85",53.0,90.0,9.0,Melbourne
21623000,route 216,Route,au nord-ouest de la route 255,route 257,53.0,90.0,9.0,Wotton
3097201000,,Route,boulevard Mirabel,rue Belle-Rivière,56.0,29.0,2.0,Mirabel
7358042,00073-03-205-32B0,Bretelle,Intersection boul. Talbot,73-03-205-000G 1+373,53.0,71.0,84.0,Québec
27937500,route 279,Route,"rue Commerciale, ch. du 5ème Rang",Saint-Lazare,53.0,66.0,9.0,Saint-Damien-de-Buckland
1024404,000100302532B0,Bretelle,Route 220 (S-137),Autoroute 10 Est,53.0,90.0,8.0,Sherbrooke
4764003000,BLV  MARTEL,Route,route de l'Hôtel de ville,Ch  Lévesque,53.0,68.0,6.0,Saint-Honoré
21672000,route 216,Route,à l'intersection nord de la route 277,route 279,53.0,66.0,11.0,Saint-Malachie
2054010,00020-06-051-33A0,Bretelle,Voie de service A-20 Est,"rte 175 sud, av des Églises",53.0,66.0,10.0,Lévis
4066001,00040-08-170-31G0,Bretelle,Intersection avec la bretelle 31H0,Vers Beaupré (R-138 est),53.0,71.0,84.0,Québec
29637500,RTE 296,Route,"chemin de la Société, à Saint-Médar",Rue Ouellet,53.0,65.0,8.0,Saint-Médard
3042010000,CHEMIN DE LA RIVIÈRE-DELISLE NORD,Route,"bretelles de l'autoroute 20 est, à la sortie 17",route 201,53.0,86.0,12.0,Coteau-du-Lac
2067000,autoroute 20,Route,route 204,"route 132, sortie 430",53.0,66.0,8.0,Saint-Roch-des-Aulnaies
11216000,"RTE 112 (BOUL, COUSINEAU)",Route,au pont de l'autoroute 30,chemin Chambly,56.0,29.0,2.0,Longueuil
13253000,route 132,Route,Rue Landry Est,route 287,53.0,65.0,9.0,Rivière-Ouelle
1508540,000015-01-063-V2B0,Bretelle,Autoroute 15 sud,Bretelle 00015-01-063-3AG0 vers la R-132 ouest,56.0,29.0,2.0,Candiac
8060001000,Route St-Georges,Route,"Route 249, Rue Principal",Rue St-Augustin à Wotton,53.0,90.0,9.0,Saint-Georges-de-Windsor
14734000,route 147,Route,Chemin de la Station,Chemin McVety et Orr,53.0,90.0,10.0,Compton
34482500,,Route,limite  Le Gardeur V,Montée de l'Épiphanie,56.0,29.0,2.0,L'Assomption
21435000,route 214,Route,rue David Swan,ch. du Bassin Nord et Sud,53.0,90.0,7.0,East Angus
23530000,CHEMIN DES COTEAUX,Route,Rue Principale (Entrée Sud d'Ange-Gardien),Rue Principale (Entrée Nord d'Ange-Gardien),53.0,86.0,11.0,Ange-Gardien
24350000,route 243,Route,Route 241 nord,Chemin de la Grande Ligne,53.0,90.0,12.0,Saint-Joachim-de-Shefford
7335022,00073-02-061-31D0,Bretelle,route du Vieux-Moulin,"A73 Nord, Robert-Cliche",53.0,66.0,6.0,Saint-Isidore
6124501000,Boul. Louis-H.-La Fontaine,Bretelle,Boulevard Maurice Duplessis,Boulevard Perras,56.0,29.0,2.0,Montréal
11280000,ROUTE 112,Route,autoroute 73,4e rang,53.0,66.0,6.0,Saints-Anges
3389002000,,Route,10e rang,chemin Charron,53.0,88.0,9.0,Val-des-Lacs
13863504,00138-07-093-31B0,Bretelle,rue Lachance et de la route 360,Route 138 (15 m. à l'ouest de la rue Saint-Gustave),53.0,71.0,84.0,Beaupré
4857801000,RUE DES CÔTEAUX,Route,route 170,rue Périgny,53.0,68.0,6.0,L'Anse-Saint-Jean
9392002000,Route de Saint-Paul,Route,int. ch. Denonville et 1e rang Ouest,int. rte de St-Paul et 3e rang Est,53.0,65.0,8.0,L'Isle-Verte
8979203000,Rue Principale / Route Jean-Baptiste-Casault,Route,route 228,autoroute 20,53.0,66.0,8.0,Saint-Pierre-de-la-Rivière-du-Sud
30710000,route 307,Route,rue  Gatineau,Rue Pont,53.0,89.0,7.0,Gatineau
1018000,AUTOROUTE DES CANTONS DE L'EST,Route,route 139,boulevard Pierre-Laporte,53.0,90.0,12.0,Granby
